Year,Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Player_Link
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/6H,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H9/78D,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/H3,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/H4,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/97H8D,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2019,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D/H,
2019,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H9/781D,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H3/5,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H3/57D,
2019,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2019,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3H,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/H79,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/H,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H7/9,
2019,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1H8/79,
2019,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/H,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/65H,
2019,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H4/53D,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1H,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/H794,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/D5,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/D3H,
2019,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3H,
2019,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/H7594,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/D31H,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/4H93D7,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H8/73D,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/7H5D,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/DH,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/73H,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/7H89D3,
2019,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2019,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78/HD45,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3H,
2019,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/89H,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8H/97,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/8H7,
2019,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/H,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/H,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H/3,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/89H,
2019,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/H9,
2019,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/H1,
2019,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/H8,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/H6D45,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H/97,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/7H9,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/9H8,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H/3D,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H/7,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H7,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/4H5,
2019,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/8H79D,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/H365,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H/54637,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/DH,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/H798D,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H/465,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/H,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/35H,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/8H46,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/54H,
2019,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H7/9,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/79H,
2019,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/9HD,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/379H,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/8H7D,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/H45,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H/897,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/H79,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/H4587,
2019,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H/987,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/4H,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/46H8,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/97,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/4D,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/89H,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/213,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/2H,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H/3D,
2019,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H/2,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/2,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/64,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/2HD,
2019,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/2H,
2019,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/H49,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/2HD,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/879H,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/6457,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/5H,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/7H,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/2H,
2019,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/2H,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/2,
2019,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/7,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/3H,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/H98,
2019,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/H35,
2019,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/6H,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/H2,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/9H8,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/2H,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/8H9,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/HD,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/2H,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1H,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/2H,
2019,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/H4,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/2HD,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/456H,
2019,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/H67,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/H4,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/H,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/79,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/2,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/2H3,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/H89,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/2,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/9,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/HD,
2019,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/9H,
2019,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/H65,
2019,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/H87,
2019,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H/49,
2019,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/8H7,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/H,
2019,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1H,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/2H,
2019,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/7,
2019,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
